Time,Theta,Theta_dot
0.0,0.5,0.0
0.10033444816053512,0.4768083590107651,-0.4558681445622348
0.20066889632107024,0.4104343795234862,-0.8546724860452364
0.3010033444816054,0.30836076855101313,-1.1622451468076842
0.4013377926421405,0.18118562440004055,-1.3512511360747745
0.5016722408026756,0.04173680015083894,-1.4053068367585748
0.6020066889632107,-0.09622559857811505,-1.3226488455853869
0.7023411371237458,-0.21954925421748667,-1.1169827667665555
0.802675585284281,-0.31712916452176104,-0.8146900044847332
0.9030100334448161,-0.3809354632894289,-0.44978722532149973
1.0033444816053512,-0.40652227230779947,-0.0589863317518584
1.1036789297658862,-0.39311445460870004,0.3216675462641735
1.2040133779264215,-0.3434370663107569,0.6586979972861386
1.3043478260869565,-0.26338186382127327,0.9227519968126974
1.4046822742474916,-0.16149101751950995,1.0907866381779039
1.5050167224080269,-0.04818477976016759,1.1488855817526398
1.605351170568562,0.06528342157574153,1.0946403896125652
1.705685618729097,0.1680305851562684,0.9377443051811206
1.8060200668896322,0.25068900560427776,0.6982417061956341
1.9063545150501673,0.30628239501535687,0.4031223923558397
2.0066889632107023,0.33073386117762,0.08261417684677454
2.1070234113712374,0.3230326470544661,-0.23281098162354824
2.2073578595317724,0.28514591335081185,-0.5145709287381274
2.307692307692308,0.22173988124484,-0.7377438837029707
2.408026755852843,0.13971866839456776,-0.8829842677194435
2.508361204013378,0.0475610955214668,-0.9385776386841568
2.608695652173913,-0.04553232736940817,-0.9020367408868112
2.709030100334448,-0.13059643713187538,-0.7804707272050065
2.809364548494983,-0.19981688662804895,-0.5893902323030268
2.9096989966555187,-0.2472600329294744,-0.35031539855479177
3.0100334448160537,-0.26933566033567347,-0.08798024081979147
3.1103678929765888,-0.2649887566958303,0.17219409710814199
3.210702341137124,-0.2356620826073633,0.40614756268992597
3.311036789297659,-0.18507054967364733,0.5929297565060132
3.411371237458194,-0.11880492022862182,0.7163762053090517
3.511705685618729,-0.04377086636074693,0.7666786869236799
3.6120401337792645,0.03251041870126688,0.7414985867628748
3.7123745819397995,0.10267153612244143,0.6461857797033678
3.8127090301003346,0.1602355492635257,0.49291044418015706
3.9130434782608696,0.20021838395483252,0.29892084650974465
4.013377926421405,0.21953229551671155,0.08440626936385089
4.11371237458194,0.2171745674095444,-0.12958954419603894
4.214046822742475,0.19421901485364876,-0.32300179856596756
4.31438127090301,0.15363574634476324,-0.47834913444596344
4.414715719063545,0.09995806464683613,-0.5821813655618657
4.51505016722408,0.038813502045215435,-0.6263158089190486
4.615384615384616,-0.023649973777913273,-0.6086457457673262
4.7157190635451505,-0.08138649390562691,-0.5332686278343032
4.816053511705686,-0.12904819464146136,-0.4098292456159886
4.916387959866221,-0.16248052043251854,-0.2522119678786816
5.016722408026756,-0.17906595965467606,-0.07688261652414413
5.117056856187291,-0.17789682099181414,0.09881937690860532
5.217391304347826,-0.15978210998446934,0.2582635670498938
5.317725752508362,-0.1271041394900983,0.3869402518095067
5.418060200668896,-0.0835422318114633,0.473694198034535
5.518394648829432,-0.0336838770931884,0.5117161617235993
5.618729096989966,0.01744571807720428,0.49915098860447404
5.719063545150502,0.06488941731901726,0.4391741108582402
5.819397993311037,0.10424208084720231,0.3394821558988189
